CBSA Code,CBSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
76750,"Portland-South Portland, ME",North Yarmouth town,,23,5
76750,"Portland-South Portland, ME",Portland city,,23,5
76750,"Portland-South Portland, ME",Pownal town,,23,5
76750,"Portland-South Portland, ME",Raymond town,,23,5
76750,"Portland-South Portland, ME",Scarborough town,,23,5
76750,"Portland-South Portland, ME",Sebago town,,23,5
76750,"Portland-South Portland, ME",South Portland city,,23,5
76750,"Portland-South Portland, ME",Standish town,,23,5
76750,"Portland-South Portland, ME",Westbrook city,,23,5
76750,"Portland-South Portland, ME",Windham town,,23,5
76750,"Portland-South Portland, ME",Yarmouth town,,23,5
76750,"Portland-South Portland, ME",Arundel town,,23,31
76750,"Portland-South Portland, ME",Biddeford city,,23,31
76750,"Portland-South Portland, ME",Buxton town,,23,31
76750,"Portland-South Portland, ME",Cornish town,,23,31
76750,"Portland-South Portland, ME",Dayton town,,23,31
76750,"Portland-South Portland, ME",Hollis town,,23,31
76750,"Portland-South Portland, ME",Kennebunk town,,23,31
76750,"Portland-South Portland, ME",Kennebunkport town,,23,31
76750,"Portland-South Portland, ME",Limerick town,,23,31
76750,"Portland-South Portland, ME",Limington town,,23,31
76750,"Portland-South Portland, ME",Lyman town,,23,31
76750,"Portland-South Portland, ME",Old Orchard Beach town,,23,31
76750,"Portland-South Portland, ME",Saco city,,23,31
76750,"Portland-South Portland, ME",Waterboro town,,23,31
76900,"Portsmouth, NH-ME",Eliot town,,23,31
76900,"Portsmouth, NH-ME",Kittery town,,23,31
76900,"Portsmouth, NH-ME",York town,,23,31
76900,"Portsmouth, NH-ME",Brentwood town,,33,15
76900,"Portsmouth, NH-ME",Epping town,,33,15
76900,"Portsmouth, NH-ME",Exeter town,,33,15
76900,"Portsmouth, NH-ME",Greenland town,,33,15
76900,"Portsmouth, NH-ME",Hampton town,,33,15
76900,"Portsmouth, NH-ME",New Castle town,,33,15
76900,"Portsmouth, NH-ME",Newfields town,,33,15
76900,"Portsmouth, NH-ME",Newington town,,33,15
76900,"Portsmouth, NH-ME",Newmarket town,,33,15
76900,"Portsmouth, NH-ME",North Hampton town,,33,15
76900,"Portsmouth, NH-ME",Portsmouth city,,33,15
76900,"Portsmouth, NH-ME",Rye town,,33,15
76900,"Portsmouth, NH-ME",Stratham town,,33,15
77200,"Providence-Warwick, RI-MA",Attleboro city,,25,5
77200,"Providence-Warwick, RI-MA",Fall River city,,25,5
77200,"Providence-Warwick, RI-MA",North Attleborough town,,25,5
77200,"Providence-Warwick, RI-MA",Rehoboth town,,25,5
77200,"Providence-Warwick, RI-MA",Seekonk town,,25,5
77200,"Providence-Warwick, RI-MA",Somerset town,,25,5
77200,"Providence-Warwick, RI-MA",Swansea town,,25,5
77200,"Providence-Warwick, RI-MA",Westport town,,25,5
77200,"Providence-Warwick, RI-MA",Bellingham town,,25,21
77200,"Providence-Warwick, RI-MA",Plainville town,,25,21
77200,"Providence-Warwick, RI-MA",Blackstone town,,25,27
77200,"Providence-Warwick, RI-MA",Millville town,,25,27
77200,"Providence-Warwick, RI-MA",Barrington town,,44,1
77200,"Providence-Warwick, RI-MA",Bristol town,,44,1
77200,"Providence-Warwick, RI-MA",Warren town,,44,1
77200,"Providence-Warwick, RI-MA",Coventry town,,44,3
77200,"Providence-Warwick, RI-MA",East Greenwich town,,44,3
77200,"Providence-Warwick, RI-MA",Warwick city,,44,3
77200,"Providence-Warwick, RI-MA",West Greenwich town,,44,3
77200,"Providence-Warwick, RI-MA",West Warwick town,,44,3
77200,"Providence-Warwick, RI-MA",Jamestown town,,44,5
77200,"Providence-Warwick, RI-MA",Little Compton town,,44,5
77200,"Providence-Warwick, RI-MA",Middletown town,,44,5
77200,"Providence-Warwick, RI-MA",Newport city,,44,5
77200,"Providence-Warwick, RI-MA",Portsmouth town,,44,5
77200,"Providence-Warwick, RI-MA",Tiverton town,,44,5
77200,"Providence-Warwick, RI-MA",Burrillville town,,44,7
77200,"Providence-Warwick, RI-MA",Central Falls city,,44,7
77200,"Providence-Warwick, RI-MA",Cranston city,,44,7
77200,"Providence-Warwick, RI-MA",Cumberland town,,44,7
77200,"Providence-Warwick, RI-MA",East Providence city,,44,7
77200,"Providence-Warwick, RI-MA",Foster town,,44,7
77200,"Providence-Warwick, RI-MA",Glocester town,,44,7
77200,"Providence-Warwick, RI-MA",Johnston town,,44,7
77200,"Providence-Warwick, RI-MA",Lincoln town,,44,7
77200,"Providence-Warwick, RI-MA",North Providence town,,44,7
77200,"Providence-Warwick, RI-MA",North Smithfield town,,44,7
77200,"Providence-Warwick, RI-MA",Pawtucket city,,44,7
77200,"Providence-Warwick, RI-MA",Providence city,,44,7
77200,"Providence-Warwick, RI-MA",Scituate town,,44,7
77200,"Providence-Warwick, RI-MA",Smithfield town,,44,7
77200,"Providence-Warwick, RI-MA",Woonsocket city,,44,7
77200,"Providence-Warwick, RI-MA",Charlestown town,,44,9
77200,"Providence-Warwick, RI-MA",Exeter town,,44,9
77200,"Providence-Warwick, RI-MA",Narragansett town,,44,9
77200,"Providence-Warwick, RI-MA",North Kingstown town,,44,9
77200,"Providence-Warwick, RI-MA",Richmond town,,44,9
77200,"Providence-Warwick, RI-MA",South Kingstown town,,44,9
77650,"Rutland, VT",Castleton town,,50,21
77650,"Rutland, VT",Chittenden town,,50,21
77650,"Rutland, VT",Clarendon town,,50,21
77650,"Rutland, VT",Hubbardton town,,50,21
77650,"Rutland, VT",Ira town,,50,21
77650,"Rutland, VT",Mendon town,,50,21
77650,"Rutland, VT",Middletown Springs town,,50,21
77650,"Rutland, VT",Pittsford town,,50,21
77650,"Rutland, VT",Proctor town,,50,21
77650,"Rutland, VT",Rutland city,,50,21
77650,"Rutland, VT",Rutland town,,50,21
77650,"Rutland, VT",Shrewsbury town,,50,21
77650,"Rutland, VT",Wallingford town,,50,21
77650,"Rutland, VT",West Rutland town,,50,21
77950,"Sanford, ME",Sanford town,,23,31
77950,"Sanford, ME",Shapleigh town,,23,31
78100,"Springfield, MA-CT",East Windsor town,,9,3
78100,"Springfield, MA-CT",Enfield town,,9,3
78100,"Springfield, MA-CT",Suffield town,,9,3
78100,"Springfield, MA-CT",Windsor Locks town,,9,3
78100,"Springfield, MA-CT",Somers town,,9,13
78100,"Springfield, MA-CT",Ashfield town,,25,11
78100,"Springfield, MA-CT",Conway town,,25,11
78100,"Springfield, MA-CT",Deerfield town,,25,11
78100,"Springfield, MA-CT",Leverett town,,25,11
78100,"Springfield, MA-CT",Shutesbury town,,25,11
78100,"Springfield, MA-CT",Sunderland town,,25,11
78100,"Springfield, MA-CT",Wendell town,,25,11
78100,"Springfield, MA-CT",Whately town,,25,11
78100,"Springfield, MA-CT",Agawam Town city,,25,13
78100,"Springfield, MA-CT",Blandford town,,25,13
78100,"Springfield, MA-CT",Chester town,,25,13
78100,"Springfield, MA-CT",Chicopee city,,25,13
78100,"Springfield, MA-CT",East Longmeadow town,,25,13
78100,"Springfield, MA-CT",Granville town,,25,13
78100,"Springfield, MA-CT",Hampden town,,25,13
78100,"Springfield, MA-CT",Holyoke city,,25,13
78100,"Springfield, MA-CT",Longmeadow town,,25,13
78100,"Springfield, MA-CT",Ludlow town,,25,13
78100,"Springfield, MA-CT",Monson town,,25,13
78100,"Springfield, MA-CT",Montgomery town,,25,13
78100,"Springfield, MA-CT",Palmer Town city,,25,13
78100,"Springfield, MA-CT",Russell town,,25,13
78100,"Springfield, MA-CT",Southwick town,,25,13
78100,"Springfield, MA-CT",Springfield city,,25,13
78100,"Springfield, MA-CT",Tolland town,,25,13
78100,"Springfield, MA-CT",Wales town,,25,13
78100,"Springfield, MA-CT",Westfield city,,25,13
78100,"Springfield, MA-CT",West Springfield Town city,,25,13
78100,"Springfield, MA-CT",Wilbraham town,,25,13
78100,"Springfield, MA-CT",Amherst town,,25,15
78100,"Springfield, MA-CT",Belchertown town,,25,15
78100,"Springfield, MA-CT",Chesterfield town,,25,15
78100,"Springfield, MA-CT",Cummington town,,25,15
78100,"Springfield, MA-CT",Easthampton Town city,,25,15
78100,"Springfield, MA-CT",Goshen town,,25,15
78100,"Springfield, MA-CT",Granby town,,25,15
78100,"Springfield, MA-CT",Hadley town,,25,15
78100,"Springfield, MA-CT",Hatfield town,,25,15
78100,"Springfield, MA-CT",Huntington town,,25,15
78100,"Springfield, MA-CT",Northampton city,,25,15
78100,"Springfield, MA-CT",Pelham town,,25,15
78100,"Springfield, MA-CT",Southampton town,,25,15
78100,"Springfield, MA-CT",South Hadley town,,25,15
78100,"Springfield, MA-CT",Ware town,,25,15
78100,"Springfield, MA-CT",Westhampton town,,25,15
78100,"Springfield, MA-CT",Williamsburg town,,25,15
78100,"Springfield, MA-CT",Worthington town,,25,15
78400,"Torrington, CT",Colebrook town,,9,5
78400,"Torrington, CT",Torrington city and town,,9,5
78400,"Torrington, CT",Winchester town,,9,5
78500,"Vineyard Haven, MA",Aquinnah town,,25,7
78500,"Vineyard Haven, MA",Chilmark town,,25,7
78500,"Vineyard Haven, MA",Edgartown town,,25,7
78500,"Vineyard Haven, MA",Oak Bluffs town,,25,7
78500,"Vineyard Haven, MA",Tisbury town,,25,7
78500,"Vineyard Haven, MA",West Tisbury town,,25,7
78700,"Waterbury, CT",Bethlehem town,,9,5
78700,"Waterbury, CT",Watertown town,,9,5
78700,"Waterbury, CT",Woodbury town,,9,5
78700,"Waterbury, CT",Beacon Falls town,,9,9
78700,"Waterbury, CT",Middlebury town,,9,9
78700,"Waterbury, CT",Naugatuck borough and town,,9,9
78700,"Waterbury, CT",Prospect town,,9,9
78700,"Waterbury, CT",Waterbury city and town,,9,9
78700,"Waterbury, CT",Wolcott town,,9,9
78850,"Waterville, ME",Albion town,,23,11
78850,"Waterville, ME",Benton town,,23,11
78850,"Waterville, ME",Clinton town,,23,11
78850,"Waterville, ME",Oakland town,,23,11
78850,"Waterville, ME",Unity unorganized territory,,23,11
78850,"Waterville, ME",Waterville city,,23,11
78850,"Waterville, ME",Winslow town,,23,11
78850,"Waterville, ME",Fairfield town,,23,25
78850,"Waterville, ME",Burnham town,,23,27
79600,"Worcester, MA-CT",Brooklyn town,,9,15
79600,"Worcester, MA-CT",Killingly town,,9,15
79600,"Worcester, MA-CT",Plainfield town,,9,15
79600,"Worcester, MA-CT",Pomfret town,,9,15
79600,"Worcester, MA-CT",Putnam town,,9,15
79600,"Worcester, MA-CT",Sterling town,,9,15
79600,"Worcester, MA-CT",Thompson town,,9,15
79600,"Worcester, MA-CT",Woodstock town,,9,15
79600,"Worcester, MA-CT",Brimfield town,,25,13
79600,"Worcester, MA-CT",Holland town,,25,13
79600,"Worcester, MA-CT",Auburn town,,25,27
79600,"Worcester, MA-CT",Barre town,,25,27
79600,"Worcester, MA-CT",Boylston town,,25,27
79600,"Worcester, MA-CT",Brookfield town,,25,27
79600,"Worcester, MA-CT",Charlton town,,25,27
79600,"Worcester, MA-CT",Clinton town,,25,27
79600,"Worcester, MA-CT",Douglas town,,25,27
79600,"Worcester, MA-CT",Dudley town,,25,27
79600,"Worcester, MA-CT",East Brookfield town,,25,27
79600,"Worcester, MA-CT",Grafton town,,25,27
79600,"Worcester, MA-CT",Holden town,,25,27
79600,"Worcester, MA-CT",Hubbardston town,,25,27
79600,"Worcester, MA-CT",Lancaster town,,25,27
79600,"Worcester, MA-CT",Leicester town,,25,27
79600,"Worcester, MA-CT",Millbury town,,25,27
79600,"Worcester, MA-CT",New Braintree town,,25,27
79600,"Worcester, MA-CT",Northborough town,,25,27
79600,"Worcester, MA-CT",Northbridge town,,25,27
79600,"Worcester, MA-CT",North Brookfield town,,25,27
79600,"Worcester, MA-CT",Oakham town,,25,27
79600,"Worcester, MA-CT",Oxford town,,25,27
79600,"Worcester, MA-CT",Paxton town,,25,27
79600,"Worcester, MA-CT",Princeton town,,25,27
79600,"Worcester, MA-CT",Rutland town,,25,27
79600,"Worcester, MA-CT",Shrewsbury town,,25,27
79600,"Worcester, MA-CT",Southbridge Town city,,25,27
79600,"Worcester, MA-CT",Spencer town,,25,27
79600,"Worcester, MA-CT",Sterling town,,25,27
79600,"Worcester, MA-CT",Sturbridge town,,25,27
79600,"Worcester, MA-CT",Sutton town,,25,27
79600,"Worcester, MA-CT",Upton town,,25,27
79600,"Worcester, MA-CT",Uxbridge town,,25,27
79600,"Worcester, MA-CT",Warren town,,25,27
79600,"Worcester, MA-CT",Webster town,,25,27
79600,"Worcester, MA-CT",Westborough town,,25,27
79600,"Worcester, MA-CT",West Boylston town,,25,27
79600,"Worcester, MA-CT",West Brookfield town,,25,27
79600,"Worcester, MA-CT",Worcester city,,25,27
